Timestep[1] 	 x_error[2] 	 command_torques[4] 	 joint_gravity[4] 	 effective_joint_gravity[4] 	 alpha[1]
6.47511	-5.95945e-07 -2.66128e-07	 -1.14316 -0.210351   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727701	
6.47611	-5.95876e-07 -2.66102e-07	 -1.14317 -0.210348   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727701	
6.47711	 -5.9584e-07 -2.66086e-07	 -1.14318 -0.210347   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727701	
6.47811	-5.95808e-07 -2.66072e-07	 -1.14318 -0.210344   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727701	
6.47911	-5.95808e-07 -2.66072e-07	 -1.14319 -0.210342   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727701	
6.48011	-5.95768e-07 -2.66054e-07	 -1.14319 -0.210339   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727701	
6.48111	-5.95697e-07  -2.6602e-07	  -1.1432 -0.210337   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727701	
6.48211	-5.95663e-07 -2.66005e-07	 -1.14321 -0.210335   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727701	
6.48311	-5.95627e-07 -2.65989e-07	 -1.14321 -0.210333   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727701	
6.48407	-5.95627e-07 -2.65989e-07	 -1.14322 -0.210331   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727701	
6.48511	-5.95562e-07  -2.6596e-07	 -1.14322 -0.210328   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727701	
6.48611	-5.95562e-07  -2.6596e-07	 -1.14323 -0.210326   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727701	
6.48711	-5.95483e-07 -2.65931e-07	 -1.14324 -0.210324   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727701	
6.48807	-5.95455e-07 -2.65922e-07	 -1.14324 -0.210322   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727701	
6.48911	-5.95416e-07  -2.6591e-07	-1.14325 -0.21032  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727701	
6.49011	-5.95382e-07 -2.65902e-07	 -1.14325 -0.210318   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727701	
6.49112	 -5.9535e-07 -2.65896e-07	 -1.14326 -0.210315   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.49211	-5.95319e-07 -2.65891e-07	 -1.14331 -0.210337   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.49311	-5.95284e-07 -2.65883e-07	 -1.14332 -0.210334   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.49411	-5.95248e-07 -2.65871e-07	 -1.14332 -0.210332   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.49511	-5.95212e-07 -2.65857e-07	-1.14333 -0.21033  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.49611	-5.95176e-07 -2.65841e-07	 -1.14333 -0.210327   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.49711	-5.95136e-07 -2.65822e-07	 -1.14334 -0.210325   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.49811	-5.95099e-07 -2.65803e-07	 -1.14335 -0.210323   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727702	
6.49911	-5.95066e-07 -2.65784e-07	-1.14335 -0.21032  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727702	
6.50011	-5.95028e-07 -2.65762e-07	 -1.14336 -0.210318   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727702	
6.50107	-5.95028e-07 -2.65762e-07	 -1.14336 -0.210316   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.50207	-5.94985e-07 -2.65737e-07	 -1.14337 -0.210313   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.50307	-5.94946e-07 -2.65712e-07	 -1.14338 -0.210311   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.50407	-5.94908e-07 -2.65689e-07	 -1.14338 -0.210309   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.50507	-5.94875e-07 -2.65669e-07	 -1.14339 -0.210307   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.50607	-5.94836e-07 -2.65645e-07	 -1.14339 -0.210305   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.50707	-5.94798e-07 -2.65623e-07	  -1.1434 -0.210302   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99292	-0.727702	
6.50807	-5.94761e-07 -2.65602e-07	-1.14341  -0.2103  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727702	
6.50907	-5.94691e-07 -2.65567e-07	 -1.14341 -0.210298   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727702	
6.51007	-5.94651e-07 -2.65547e-07	 -1.14342 -0.210296   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727702	
6.51107	-5.94618e-07 -2.65533e-07	 -1.14343 -0.210294   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727702	
6.51207	-5.94582e-07 -2.65519e-07	 -1.14343 -0.210292   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727702	
6.51308	-5.94582e-07 -2.65519e-07	 -1.14344 -0.210289   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727702	
6.51409	 -5.9451e-07 -2.65497e-07	 -1.14344 -0.210287   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727702	
6.51507	 -5.9451e-07 -2.65497e-07	 -1.14345 -0.210285   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.51611	-5.94436e-07 -2.65481e-07	  -1.1435 -0.210306   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.51711	-5.94403e-07 -2.65474e-07	 -1.14351 -0.210304   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.51809	-5.94367e-07 -2.65462e-07	 -1.14351 -0.210302   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.51906	-5.94367e-07 -2.65462e-07	 -1.14352 -0.210299   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.52007	-5.94294e-07 -2.65433e-07	 -1.14352 -0.210297   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.52107	-5.94294e-07 -2.65433e-07	 -1.14353 -0.210295   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.52207	-5.94222e-07 -2.65399e-07	 -1.14354 -0.210292   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.52309	-5.94222e-07 -2.65399e-07	-1.14354 -0.21029  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.52407	-5.94149e-07  -2.6536e-07	 -1.14355 -0.210288   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.52507	-5.94149e-07  -2.6536e-07	 -1.14355 -0.210286   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.5261	-5.94075e-07  -2.6532e-07	 -1.14356 -0.210283   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.52712	-5.94038e-07   -2.653e-07	 -1.14357 -0.210281   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.52807	-5.94038e-07   -2.653e-07	 -1.14357 -0.210279   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.52907	-5.94002e-07  -2.6528e-07	 -1.14358 -0.210277   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.53007	-5.93965e-07 -2.65261e-07	 -1.14358 -0.210274   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.53107	-5.93929e-07 -2.65243e-07	 -1.14359 -0.210272   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.53207	-5.93893e-07 -2.65225e-07	 -1.1436 -0.21027  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.53307	-5.93858e-07 -2.65208e-07	  -1.1436 -0.210268   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.5341	-5.93822e-07 -2.65193e-07	 -1.14361 -0.210266   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.53507	-5.93787e-07 -2.65179e-07	 -1.14361 -0.210263   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.53607	 -5.9375e-07 -2.65165e-07	 -1.14362 -0.210261   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.53707	-5.93713e-07 -2.65153e-07	 -1.14363 -0.210259   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727703	
6.53807	-5.93678e-07 -2.65144e-07	 -1.14363 -0.210257   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727704	
6.53907	-5.93646e-07 -2.65138e-07	 -1.14368 -0.210278   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727704	
6.54007	 -5.9361e-07 -2.65132e-07	 -1.14369 -0.210276   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727704	
6.54107	-5.93575e-07 -2.65124e-07	  -1.1437 -0.210273   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727704	
6.54207	 -5.9354e-07 -2.65115e-07	  -1.1437 -0.210271   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5795  21.449 18.0668 5.99291	-0.727704	
6.54307	-5.93505e-07 -2.65103e-07	 -1.14371 -0.210269   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668 5.99291	-0.727704	
6.54407	-5.93471e-07  -2.6509e-07	 -1.14371 -0.210267   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668 5.99291	-0.727704	
6.54507	-5.93436e-07 -2.65076e-07	 -1.14372 -0.210264   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668 5.99291	-0.727704	
6.54607	-5.93366e-07 -2.65043e-07	 -1.14373 -0.210262   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668 5.99291	-0.727704	
6.54707	-5.93366e-07 -2.65043e-07	-1.14373 -0.21026  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668 5.99291	-0.727704	
6.54811	-5.93297e-07 -2.65008e-07	 -1.14374 -0.210258   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668 5.99291	-0.727704	
6.54911	-5.93259e-07 -2.64987e-07	 -1.14374 -0.210255   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668 5.99291	-0.727704	
6.55011	-5.93223e-07 -2.64969e-07	 -1.14375 -0.210253   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668 5.99291	-0.727704	
6.55107	-5.93192e-07 -2.64953e-07	 -1.14376 -0.210251   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727704	
6.55207	-5.93192e-07 -2.64953e-07	 -1.14376 -0.210249   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668 5.99291	-0.727704	
6.55306	-5.93122e-07 -2.64916e-07	 -1.14377 -0.210246   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668 5.99291	-0.727704	
6.55409	-5.93122e-07 -2.64916e-07	 -1.14377 -0.210244   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668 5.99291	-0.727704	
6.55511	-5.93048e-07 -2.64881e-07	 -1.14378 -0.210242   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668 5.99291	-0.727704	
6.55612	-5.93048e-07 -2.64881e-07	-1.14379 -0.21024  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668 5.99291	-0.727704	
6.55711	-5.92978e-07 -2.64853e-07	 -1.14379 -0.210237   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727704	
6.55811	-5.92941e-07 -2.64837e-07	  -1.1438 -0.210235   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668  5.9929	-0.727704	
6.55911	-5.92909e-07 -2.64827e-07	  -1.1438 -0.210233   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668  5.9929	-0.727704	
6.56011	-5.92872e-07 -2.64817e-07	 -1.14381 -0.210231   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668  5.9929	-0.727704	
6.56111	 -5.9284e-07 -2.64812e-07	 -1.14382 -0.210229   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668  5.9929	-0.727704	
6.56211	-5.92804e-07 -2.64807e-07	 -1.14382 -0.210227   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668  5.9929	-0.727705	
6.56311	-5.92773e-07 -2.64804e-07	 -1.14387 -0.210248   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668  5.9929	-0.727705	
6.56411	-5.92739e-07 -2.64799e-07	 -1.14388 -0.210246   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668  5.9929	-0.727705	
6.56511	-5.92739e-07 -2.64799e-07	 -1.14389 -0.210243   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0668  5.9929	-0.727705	
6.56611	-5.92669e-07 -2.64782e-07	 -1.14389 -0.210241   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727705	
6.56714	-5.92636e-07 -2.64771e-07	  -1.1439 -0.210239   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727705	
6.56811	-5.92607e-07 -2.64759e-07	  -1.1439 -0.210236   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727705	
6.56911	-5.92572e-07 -2.64745e-07	 -1.14391 -0.210234   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727705	
6.57011	-5.92537e-07  -2.6473e-07	 -1.14392 -0.210232   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727705	
6.57111	-5.92502e-07 -2.64712e-07	-1.14392 -0.21023  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727705	
6.57212	-5.92467e-07 -2.64695e-07	 -1.14393 -0.210227   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727705	
6.57308	-5.92434e-07 -2.64679e-07	 -1.14393 -0.210225   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727705	
6.57407	-5.92399e-07 -2.64663e-07	 -1.14394 -0.210223   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727705	
6.57506	-5.92363e-07 -2.64646e-07	 -1.14395 -0.210221   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727705	
6.57606	-5.92328e-07 -2.64629e-07	 -1.14395 -0.210219   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727705	
6.57706	-5.92297e-07 -2.64615e-07	 -1.14396 -0.210216   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727705	
6.57806	-5.92259e-07 -2.64598e-07	 -1.14396 -0.210214   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727705	
6.57906	 -5.9222e-07 -2.64579e-07	 -1.14397 -0.210212   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727705	
6.58006	-5.92188e-07 -2.64567e-07	-1.14398 -0.21021  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727705	
6.58106	-5.92153e-07 -2.64554e-07	 -1.14398 -0.210208   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727705	
6.58206	-5.92118e-07 -2.64543e-07	 -1.14399 -0.210206   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727705	
6.58306	-5.92086e-07 -2.64532e-07	 -1.14399 -0.210203   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727705	
6.58407	-5.92049e-07 -2.64522e-07	   -1.144 -0.210201   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727705	
6.58507	-5.92013e-07 -2.64514e-07	 -1.14401 -0.210199   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727705	
6.58607	-5.91975e-07 -2.64509e-07	 -1.14401 -0.210197   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727706	
6.58706	-5.91944e-07 -2.64505e-07	 -1.14406 -0.210218   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727706	
6.58806	 -5.9191e-07 -2.64498e-07	 -1.14407 -0.210216   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727706	
6.58907	 -5.9191e-07 -2.64498e-07	 -1.14407 -0.210213   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727706	
6.59011	 -5.9184e-07 -2.64478e-07	 -1.14408 -0.210211   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727706	
6.59111	-5.91805e-07 -2.64463e-07	 -1.14409 -0.210209   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.59211	-5.91768e-07 -2.64447e-07	 -1.14409 -0.210207   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.5931	-5.91731e-07  -2.6443e-07	  -1.1441 -0.210204   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.59411	-5.91695e-07 -2.64413e-07	  -1.1441 -0.210202   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.5951	-5.91658e-07 -2.64394e-07	-1.14411  -0.2102  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.5961	-5.91621e-07 -2.64375e-07	 -1.14412 -0.210198   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.5971	-5.91584e-07 -2.64356e-07	 -1.14412 -0.210195   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.59811	-5.91546e-07 -2.64336e-07	 -1.14413 -0.210193   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.5991	-5.91512e-07 -2.64315e-07	 -1.14413 -0.210191   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.60012	-5.91472e-07 -2.64293e-07	 -1.14414 -0.210189   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.60107	-5.91433e-07 -2.64274e-07	 -1.14415 -0.210187   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.60207	-5.91396e-07 -2.64253e-07	 -1.14415 -0.210184   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.60312	-5.91359e-07 -2.64235e-07	 -1.14416 -0.210182   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727706	
6.60407	-5.91321e-07 -2.64218e-07	-1.14416 -0.21018  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.60508	-5.91321e-07 -2.64218e-07	 -1.14417 -0.210178   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727706	
6.60611	-5.91248e-07 -2.64189e-07	 -1.14418 -0.210175   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727706	
6.60711	 -5.9121e-07 -2.64174e-07	 -1.14418 -0.210173   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669  5.9929	-0.727706	
6.60809	-5.91174e-07 -2.64164e-07	 -1.14419 -0.210171   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727706	
6.60911	-5.91139e-07 -2.64157e-07	 -1.14419 -0.210169   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727707	
6.61011	-5.91101e-07 -2.64147e-07	-1.14425 -0.21019  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669 5.99289	-0.727707	
6.61111	-5.91063e-07 -2.64136e-07	 -1.14425 -0.210188   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669 5.99289	-0.727707	
6.61211	-5.91063e-07 -2.64136e-07	 -1.14426 -0.210185   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669 5.99289	-0.727707	
6.61311	-5.90995e-07 -2.64112e-07	 -1.14426 -0.210183   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669 5.99289	-0.727707	
6.61412	-5.90959e-07 -2.64096e-07	 -1.14427 -0.210181   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727707	
6.61511	-5.90921e-07 -2.64076e-07	 -1.14427 -0.210179   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727707	
6.61611	-5.90887e-07 -2.64058e-07	 -1.14428 -0.210176   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727707	
6.61714	-5.90847e-07 -2.64037e-07	 -1.14429 -0.210174   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669 5.99289	-0.727707	
6.61806	-5.90806e-07 -2.64011e-07	 -1.14429 -0.210172   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669 5.99289	-0.727707	
6.61912	-5.90771e-07 -2.63991e-07	 -1.1443 -0.21017  14.1748  4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727707	
6.62011	-5.90737e-07 -2.63971e-07	  -1.1443 -0.210167   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727707	
6.62112	-5.90737e-07 -2.63971e-07	 -1.14431 -0.210165   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669 5.99289	-0.727707	
6.62207	-5.90693e-07 -2.63944e-07	 -1.14432 -0.210163   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	33.5796  21.449 18.0669 5.99289	-0.727707	
6.62311	-5.90618e-07   -2.639e-07	 -1.14432 -0.210161   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727707	
6.62411	-5.90581e-07 -2.63879e-07	 -1.14433 -0.210158   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727707	
6.62511	-5.90544e-07  -2.6386e-07	 -1.14433 -0.210156   14.1748   4.35018	64.9887 32.8211 14.1748 4.35018	64.9887 32.8211 14.1748 4.35018	-0.727707	
